INSERT INTO memory_table (user_id, username, age)
VALUES
 ('00000', 'st0', '1'),
 ('94885', 'st94885', '86'),
 ('94886', 'st94886', '87'),
 ('94887', 'st94887', '88'),
 ('94888', 'st94888', '89'),
 ('94889', 'st94889', '90'),
 ('94890', 'st94890', '91'),
 ('94891', 'st94891', '92'),
 ('94892', 'st94892', '93'),
 ('94893', 'st94893', '94'),
 ('94894', 'st94894', '95'),
 ('94895', 'st94895', '96'),
 ('94896', 'st94896', '97'),
 ('94897', 'st94897', '98'),
 ('94898', 'st94898', '99'),
 ('94899', 'st94899', '100'),
 ('94900', 'st94900', '1'),
 ('94901', 'st94901', '2'),
 ('94902', 'st94902', '3'),
 ('94903', 'st94903', '4'),
 ('94904', 'st94904', '5'),
 ('94905', 'st94905', '6'),
 ('94906', 'st94906', '7'),
 ('94907', 'st94907', '8'),
 ('94908', 'st94908', '9'),
 ('94909', 'st94909', '10'),
 ('94910', 'st94910', '11'),
 ('94911', 'st94911', '12'),
 ('94912', 'st94912', '13'),
 ('94913', 'st94913', '14'),
 ('94914', 'st94914', '15'),
 ('94915', 'st94915', '16'),
 ('94916', 'st94916', '17'),
 ('94917', 'st94917', '18'),
 ('94918', 'st94918', '19'),
 ('94919', 'st94919', '20'),
 ('94920', 'st94920', '21'),
 ('94921', 'st94921', '22'),
 ('94922', 'st94922', '23'),
 ('94923', 'st94923', '24'),
 ('94924', 'st94924', '25'),
 ('94925', 'st94925', '26'),
 ('94926', 'st94926', '27'),
 ('94927', 'st94927', '28'),
 ('94928', 'st94928', '29'),
 ('94929', 'st94929', '30'),
 ('94930', 'st94930', '31'),
 ('94931', 'st94931', '32'),
 ('94932', 'st94932', '33'),
 ('94933', 'st94933', '34'),
 ('94934', 'st94934', '35'),
 ('94935', 'st94935', '36'),
 ('94936', 'st94936', '37'),
 ('94937', 'st94937', '38'),
 ('94938', 'st94938', '39'),
 ('94939', 'st94939', '40'),
 ('94940', 'st94940', '41'),
 ('94941', 'st94941', '42'),
 ('94942', 'st94942', '43'),
 ('94943', 'st94943', '44'),
 ('94944', 'st94944', '45'),
 ('94945', 'st94945', '46'),
 ('94946', 'st94946', '47'),
 ('94947', 'st94947', '48'),
 ('94948', 'st94948', '49'),
 ('94949', 'st94949', '50'),
 ('94950', 'st94950', '51'),
 ('94951', 'st94951', '52'),
 ('94952', 'st94952', '53'),
 ('94953', 'st94953', '54'),
 ('94954', 'st94954', '55'),
 ('94955', 'st94955', '56'),
 ('94956', 'st94956', '57'),
 ('94957', 'st94957', '58'),
 ('94958', 'st94958', '59'),
 ('94959', 'st94959', '60'),
 ('94960', 'st94960', '61'),
 ('94961', 'st94961', '62'),
 ('94962', 'st94962', '63'),
 ('94963', 'st94963', '64'),
 ('94964', 'st94964', '65'),
 ('94965', 'st94965', '66'),
 ('94966', 'st94966', '67'),
 ('94967', 'st94967', '68'),
 ('94968', 'st94968', '69'),
 ('94969', 'st94969', '70'),
 ('94970', 'st94970', '71'),
 ('94971', 'st94971', '72'),
 ('94972', 'st94972', '73'),
 ('94973', 'st94973', '74'),
 ('94974', 'st94974', '75'),
 ('94975', 'st94975', '76'),
 ('94976', 'st94976', '77'),
 ('94977', 'st94977', '78'),
 ('94978', 'st94978', '79'),
 ('94979', 'st94979', '80'),
 ('94980', 'st94980', '81'),
 ('94981', 'st94981', '82'),
 ('94982', 'st94982', '83'),
 ('94983', 'st94983', '84'),
 ('94984', 'st94984', '85'),
 ('94985', 'st94985', '86'),
 ('94986', 'st94986', '87'),
 ('94987', 'st94987', '88'),
 ('94988', 'st94988', '89'),
 ('94989', 'st94989', '90'),
 ('94990', 'st94990', '91'),
 ('94991', 'st94991', '92'),
 ('94992', 'st94992', '93'),
 ('94993', 'st94993', '94'),
 ('94994', 'st94994', '95'),
 ('94995', 'st94995', '96'),
 ('94996', 'st94996', '97'),
 ('94997', 'st94997', '98'),
 ('94998', 'st94998', '99'),
 ('94999', 'st94999', '100'),
 ('95000', 'st95000', '1'),
 ('95001', 'st95001', '2'),
 ('95002', 'st95002', '3'),
 ('95003', 'st95003', '4'),
 ('95004', 'st95004', '5'),
 ('95005', 'st95005', '6'),
 ('95006', 'st95006', '7'),
 ('95007', 'st95007', '8'),
 ('95008', 'st95008', '9'),
 ('95009', 'st95009', '10'),
 ('95010', 'st95010', '11'),
 ('95011', 'st95011', '12'),
 ('95012', 'st95012', '13'),
 ('95013', 'st95013', '14'),
 ('95014', 'st95014', '15'),
 ('95015', 'st95015', '16'),
 ('95016', 'st95016', '17'),
 ('95017', 'st95017', '18'),
 ('95018', 'st95018', '19'),
 ('95019', 'st95019', '20'),
 ('95020', 'st95020', '21'),
 ('95021', 'st95021', '22'),
 ('95022', 'st95022', '23'),
 ('95023', 'st95023', '24'),
 ('95024', 'st95024', '25'),
 ('95025', 'st95025', '26'),
 ('95026', 'st95026', '27'),
 ('95027', 'st95027', '28'),
 ('95028', 'st95028', '29'),
 ('95029', 'st95029', '30'),
 ('95030', 'st95030', '31'),
 ('95031', 'st95031', '32'),
 ('95032', 'st95032', '33'),
 ('95033', 'st95033', '34'),
 ('95034', 'st95034', '35'),
 ('95035', 'st95035', '36'),
 ('95036', 'st95036', '37'),
 ('95037', 'st95037', '38'),
 ('95038', 'st95038', '39'),
 ('95039', 'st95039', '40'),
 ('95040', 'st95040', '41'),
 ('95041', 'st95041', '42'),
 ('95042', 'st95042', '43'),
 ('95043', 'st95043', '44'),
 ('95044', 'st95044', '45'),
 ('95045', 'st95045', '46'),
 ('95046', 'st95046', '47'),
 ('95047', 'st95047', '48'),
 ('95048', 'st95048', '49'),
 ('95049', 'st95049', '50'),
 ('95050', 'st95050', '51'),
 ('95051', 'st95051', '52'),
 ('95052', 'st95052', '53'),
 ('95053', 'st95053', '54'),
 ('95054', 'st95054', '55'),
 ('95055', 'st95055', '56'),
 ('95056', 'st95056', '57'),
 ('95057', 'st95057', '58'),
 ('95058', 'st95058', '59'),
 ('95059', 'st95059', '60'),
 ('95060', 'st95060', '61'),
 ('95061', 'st95061', '62'),
 ('95062', 'st95062', '63'),
 ('95063', 'st95063', '64'),
 ('95064', 'st95064', '65'),
 ('95065', 'st95065', '66'),
 ('95066', 'st95066', '67'),
 ('95067', 'st95067', '68'),
 ('95068', 'st95068', '69'),
 ('95069', 'st95069', '70'),
 ('95070', 'st95070', '71'),
 ('95071', 'st95071', '72'),
 ('95072', 'st95072', '73'),
 ('95073', 'st95073', '74'),
 ('95074', 'st95074', '75'),
 ('95075', 'st95075', '76'),
 ('95076', 'st95076', '77'),
 ('95077', 'st95077', '78'),
 ('95078', 'st95078', '79'),
 ('95079', 'st95079', '80'),
 ('95080', 'st95080', '81'),
 ('95081', 'st95081', '82'),
 ('95082', 'st95082', '83'),
 ('95083', 'st95083', '84'),
 ('95084', 'st95084', '85'),
 ('95085', 'st95085', '86'),
 ('95086', 'st95086', '87'),
 ('95087', 'st95087', '88'),
 ('95088', 'st95088', '89'),
 ('95089', 'st95089', '90'),
 ('95090', 'st95090', '91'),
 ('95091', 'st95091', '92'),
 ('95092', 'st95092', '93'),
 ('95093', 'st95093', '94'),
 ('95094', 'st95094', '95'),
 ('95095', 'st95095', '96'),
 ('95096', 'st95096', '97'),
 ('95097', 'st95097', '98'),
 ('95098', 'st95098', '99'),
 ('95099', 'st95099', '100'),
 ('95100', 'st95100', '1'),
 ('95101', 'st95101', '2'),
 ('95102', 'st95102', '3'),
 ('95103', 'st95103', '4'),
 ('95104', 'st95104', '5'),
 ('95105', 'st95105', '6'),
 ('95106', 'st95106', '7'),
 ('95107', 'st95107', '8'),
 ('95108', 'st95108', '9'),
 ('95109', 'st95109', '10'),
 ('95110', 'st95110', '11'),
 ('95111', 'st95111', '12'),
 ('95112', 'st95112', '13'),
 ('95113', 'st95113', '14'),
 ('95114', 'st95114', '15'),
 ('95115', 'st95115', '16'),
 ('95116', 'st95116', '17'),
 ('95117', 'st95117', '18'),
 ('95118', 'st95118', '19'),
 ('95119', 'st95119', '20'),
 ('95120', 'st95120', '21'),
 ('95121', 'st95121', '22'),
 ('95122', 'st95122', '23'),
 ('95123', 'st95123', '24'),
 ('95124', 'st95124', '25'),
 ('95125', 'st95125', '26'),
 ('95126', 'st95126', '27'),
 ('95127', 'st95127', '28'),
 ('95128', 'st95128', '29'),
 ('95129', 'st95129', '30'),
 ('95130', 'st95130', '31'),
 ('95131', 'st95131', '32'),
 ('95132', 'st95132', '33'),
 ('95133', 'st95133', '34'),
 ('95134', 'st95134', '35'),
 ('95135', 'st95135', '36'),
 ('95136', 'st95136', '37'),
 ('95137', 'st95137', '38'),
 ('95138', 'st95138', '39'),
 ('95139', 'st95139', '40'),
 ('95140', 'st95140', '41'),
 ('95141', 'st95141', '42'),
 ('95142', 'st95142', '43'),
 ('95143', 'st95143', '44'),
 ('95144', 'st95144', '45'),
 ('95145', 'st95145', '46'),
 ('95146', 'st95146', '47'),
 ('95147', 'st95147', '48'),
 ('95148', 'st95148', '49'),
 ('95149', 'st95149', '50'),
 ('95150', 'st95150', '51'),
 ('95151', 'st95151', '52'),
 ('95152', 'st95152', '53'),
 ('95153', 'st95153', '54'),
 ('95154', 'st95154', '55'),
 ('95155', 'st95155', '56'),
 ('95156', 'st95156', '57'),
 ('95157', 'st95157', '58'),
 ('95158', 'st95158', '59'),
 ('95159', 'st95159', '60'),
 ('95160', 'st95160', '61'),
 ('95161', 'st95161', '62'),
 ('95162', 'st95162', '63'),
 ('95163', 'st95163', '64'),
 ('95164', 'st95164', '65'),
 ('95165', 'st95165', '66'),
 ('95166', 'st95166', '67'),
 ('95167', 'st95167', '68'),
 ('95168', 'st95168', '69'),
 ('95169', 'st95169', '70'),
 ('95170', 'st95170', '71'),
 ('95171', 'st95171', '72'),
 ('95172', 'st95172', '73'),
 ('95173', 'st95173', '74'),
 ('95174', 'st95174', '75'),
 ('95175', 'st95175', '76'),
 ('95176', 'st95176', '77'),
 ('95177', 'st95177', '78'),
 ('95178', 'st95178', '79'),
 ('95179', 'st95179', '80'),
 ('95180', 'st95180', '81'),
 ('95181', 'st95181', '82'),
 ('95182', 'st95182', '83'),
 ('95183', 'st95183', '84'),
 ('95184', 'st95184', '85'),
 ('95185', 'st95185', '86'),
 ('95186', 'st95186', '87'),
 ('95187', 'st95187', '88'),
 ('95188', 'st95188', '89'),
 ('95189', 'st95189', '90'),
 ('95190', 'st95190', '91'),
 ('95191', 'st95191', '92'),
 ('95192', 'st95192', '93'),
 ('95193', 'st95193', '94'),
 ('95194', 'st95194', '95'),
 ('95195', 'st95195', '96'),
 ('95196', 'st95196', '97'),
 ('95197', 'st95197', '98'),
 ('95198', 'st95198', '99'),
 ('95199', 'st95199', '100'),
 ('95200', 'st95200', '1'),
 ('95201', 'st95201', '2'),
 ('95202', 'st95202', '3'),
 ('95203', 'st95203', '4'),
 ('95204', 'st95204', '5'),
 ('95205', 'st95205', '6'),
 ('95206', 'st95206', '7'),
 ('95207', 'st95207', '8'),
 ('95208', 'st95208', '9'),
 ('95209', 'st95209', '10'),
 ('95210', 'st95210', '11'),
 ('95211', 'st95211', '12'),
 ('95212', 'st95212', '13'),
 ('95213', 'st95213', '14'),
 ('95214', 'st95214', '15'),
 ('95215', 'st95215', '16'),
 ('95216', 'st95216', '17'),
 ('95217', 'st95217', '18'),
 ('95218', 'st95218', '19'),
 ('95219', 'st95219', '20'),
 ('95220', 'st95220', '21'),
 ('95221', 'st95221', '22'),
 ('95222', 'st95222', '23'),
 ('95223', 'st95223', '24'),
 ('95224', 'st95224', '25'),
 ('95225', 'st95225', '26'),
 ('95226', 'st95226', '27'),
 ('95227', 'st95227', '28'),
 ('95228', 'st95228', '29'),
 ('95229', 'st95229', '30'),
 ('95230', 'st95230', '31'),
 ('95231', 'st95231', '32'),
 ('95232', 'st95232', '33'),
 ('95233', 'st95233', '34'),
 ('95234', 'st95234', '35'),
 ('95235', 'st95235', '36'),
 ('95236', 'st95236', '37'),
 ('95237', 'st95237', '38'),
 ('95238', 'st95238', '39'),
 ('95239', 'st95239', '40'),
 ('95240', 'st95240', '41'),
 ('95241', 'st95241', '42'),
 ('95242', 'st95242', '43'),
 ('95243', 'st95243', '44'),
 ('95244', 'st95244', '45'),
 ('95245', 'st95245', '46'),
 ('95246', 'st95246', '47'),
 ('95247', 'st95247', '48'),
 ('95248', 'st95248', '49'),
 ('95249', 'st95249', '50'),
 ('95250', 'st95250', '51'),
 ('95251', 'st95251', '52'),
 ('95252', 'st95252', '53'),
 ('95253', 'st95253', '54'),
 ('95254', 'st95254', '55'),
 ('95255', 'st95255', '56'),
 ('95256', 'st95256', '57'),
 ('95257', 'st95257', '58'),
 ('95258', 'st95258', '59'),
 ('95259', 'st95259', '60'),
 ('95260', 'st95260', '61'),
 ('95261', 'st95261', '62'),
 ('95262', 'st95262', '63'),
 ('95263', 'st95263', '64'),
 ('95264', 'st95264', '65'),
 ('95265', 'st95265', '66'),
 ('95266', 'st95266', '67'),
 ('95267', 'st95267', '68'),
 ('95268', 'st95268', '69'),
 ('95269', 'st95269', '70'),
 ('95270', 'st95270', '71'),
 ('95271', 'st95271', '72'),
 ('95272', 'st95272', '73'),
 ('95273', 'st95273', '74'),
 ('95274', 'st95274', '75'),
 ('95275', 'st95275', '76'),
 ('95276', 'st95276', '77'),
 ('95277', 'st95277', '78'),
 ('95278', 'st95278', '79'),
 ('95279', 'st95279', '80'),
 ('95280', 'st95280', '81'),
 ('95281', 'st95281', '82'),
 ('95282', 'st95282', '83'),
 ('95283', 'st95283', '84'),
 ('95284', 'st95284', '85'),
 ('95285', 'st95285', '86'),
 ('95286', 'st95286', '87'),
 ('95287', 'st95287', '88'),
 ('95288', 'st95288', '89'),
 ('95289', 'st95289', '90'),
 ('95290', 'st95290', '91'),
 ('95291', 'st95291', '92'),
 ('95292', 'st95292', '93'),
 ('95293', 'st95293', '94'),
 ('95294', 'st95294', '95'),
 ('95295', 'st95295', '96'),
 ('95296', 'st95296', '97'),
 ('95297', 'st95297', '98'),
 ('95298', 'st95298', '99'),
 ('95299', 'st95299', '100'),
 ('95300', 'st95300', '1'),
 ('95301', 'st95301', '2'),
 ('95302', 'st95302', '3'),
 ('95303', 'st95303', '4'),
 ('95304', 'st95304', '5'),
 ('95305', 'st95305', '6'),
 ('95306', 'st95306', '7'),
 ('95307', 'st95307', '8'),
 ('95308', 'st95308', '9'),
 ('95309', 'st95309', '10'),
 ('95310', 'st95310', '11'),
 ('95311', 'st95311', '12'),
 ('95312', 'st95312', '13'),
 ('95313', 'st95313', '14'),
 ('95314', 'st95314', '15'),
 ('95315', 'st95315', '16'),
 ('95316', 'st95316', '17'),
 ('95317', 'st95317', '18'),
 ('95318', 'st95318', '19'),
 ('95319', 'st95319', '20'),
 ('95320', 'st95320', '21'),
 ('95321', 'st95321', '22'),
 ('95322', 'st95322', '23'),
 ('95323', 'st95323', '24'),
 ('95324', 'st95324', '25'),
 ('95325', 'st95325', '26'),
 ('95326', 'st95326', '27'),
 ('95327', 'st95327', '28'),
 ('95328', 'st95328', '29'),
 ('95329', 'st95329', '30'),
 ('95330', 'st95330', '31'),
 ('95331', 'st95331', '32'),
 ('95332', 'st95332', '33'),
 ('95333', 'st95333', '34'),
 ('95334', 'st95334', '35'),
 ('95335', 'st95335', '36'),
 ('95336', 'st95336', '37'),
 ('95337', 'st95337', '38'),
 ('95338', 'st95338', '39'),
 ('95339', 'st95339', '40'),
 ('95340', 'st95340', '41'),
 ('95341', 'st95341', '42'),
 ('95342', 'st95342', '43'),
 ('95343', 'st95343', '44'),
 ('95344', 'st95344', '45'),
 ('95345', 'st95345', '46'),
 ('95346', 'st95346', '47'),
 ('95347', 'st95347', '48'),
 ('95348', 'st95348', '49'),
 ('95349', 'st95349', '50'),
 ('95350', 'st95350', '51'),
 ('95351', 'st95351', '52'),
 ('95352', 'st95352', '53'),
 ('95353', 'st95353', '54'),
 ('95354', 'st95354', '55'),
 ('95355', 'st95355', '56'),
 ('95356', 'st95356', '57'),
 ('95357', 'st95357', '58'),
 ('95358', 'st95358', '59'),
 ('95359', 'st95359', '60'),
 ('95360', 'st95360', '61'),
 ('95361', 'st95361', '62'),
 ('95362', 'st95362', '63'),
 ('95363', 'st95363', '64'),
 ('95364', 'st95364', '65'),
 ('95365', 'st95365', '66'),
 ('95366', 'st95366', '67'),
 ('95367', 'st95367', '68'),
 ('95368', 'st95368', '69'),
 ('95369', 'st95369', '70'),
 ('95370', 'st95370', '71'),
 ('95371', 'st95371', '72'),
 ('95372', 'st95372', '73'),
 ('95373', 'st95373', '74'),
 ('95374', 'st95374', '75'),
 ('95375', 'st95375', '76'),
 ('95376', 'st95376', '77'),
 ('95377', 'st95377', '78'),
 ('95378', 'st95378', '79'),
 ('95379', 'st95379', '80'),
 ('95380', 'st95380', '81'),
 ('95381', 'st95381', '82'),
 ('95382', 'st95382', '83'),
 ('95383', 'st95383', '84'),
 ('95384', 'st95384', '85'),
 ('95385', 'st95385', '86'),
 ('95386', 'st95386', '87'),
 ('95387', 'st95387', '88'),
 ('95388', 'st95388', '89'),
 ('95389', 'st95389', '90'),
 ('95390', 'st95390', '91'),
 ('95391', 'st95391', '92'),
 ('95392', 'st95392', '93'),
 ('95393', 'st95393', '94'),
 ('95394', 'st95394', '95'),
 ('95395', 'st95395', '96'),
 ('95396', 'st95396', '97'),
 ('95397', 'st95397', '98'),
 ('95398', 'st95398', '99'),
 ('95399', 'st95399', '100'),
 ('95400', 'st95400', '1'),
 ('95401', 'st95401', '2'),
 ('95402', 'st95402', '3'),
 ('95403', 'st95403', '4'),
 ('95404', 'st95404', '5'),
 ('95405', 'st95405', '6'),
 ('95406', 'st95406', '7'),
 ('95407', 'st95407', '8'),
 ('95408', 'st95408', '9'),
 ('95409', 'st95409', '10'),
 ('95410', 'st95410', '11'),
 ('95411', 'st95411', '12'),
 ('95412', 'st95412', '13'),
 ('95413', 'st95413', '14'),
 ('95414', 'st95414', '15'),
 ('95415', 'st95415', '16'),
 ('95416', 'st95416', '17'),
 ('95417', 'st95417', '18'),
 ('95418', 'st95418', '19'),
 ('95419', 'st95419', '20'),
 ('95420', 'st95420', '21'),
 ('95421', 'st95421', '22'),
 ('95422', 'st95422', '23'),
 ('95423', 'st95423', '24'),
 ('95424', 'st95424', '25'),
 ('95425', 'st95425', '26'),
 ('95426', 'st95426', '27'),
 ('95427', 'st95427', '28'),
 ('95428', 'st95428', '29'),
 ('95429', 'st95429', '30'),
 ('95430', 'st95430', '31'),
 ('95431', 'st95431', '32'),
 ('95432', 'st95432', '33'),
 ('95433', 'st95433', '34'),
 ('95434', 'st95434', '35'),
 ('95435', 'st95435', '36'),
 ('95436', 'st95436', '37'),
 ('95437', 'st95437', '38'),
 ('95438', 'st95438', '39'),
 ('95439', 'st95439', '40'),
 ('95440', 'st95440', '41'),
 ('95441', 'st95441', '42'),
 ('95442', 'st95442', '43'),
 ('95443', 'st95443', '44'),
 ('95444', 'st95444', '45'),
 ('95445', 'st95445', '46'),
 ('95446', 'st95446', '47'),
 ('95447', 'st95447', '48'),
 ('95448', 'st95448', '49'),
 ('95449', 'st95449', '50'),
 ('95450', 'st95450', '51'),
 ('95451', 'st95451', '52'),
 ('95452', 'st95452', '53'),
 ('95453', 'st95453', '54'),
 ('95454', 'st95454', '55'),
 ('95455', 'st95455', '56'),
 ('95456', 'st95456', '57'),
 ('95457', 'st95457', '58'),
 ('95458', 'st95458', '59'),
 ('95459', 'st95459', '60'),
 ('95460', 'st95460', '61'),
 ('95461', 'st95461', '62'),
 ('95462', 'st95462', '63'),
 ('95463', 'st95463', '64'),
 ('95464', 'st95464', '65'),
 ('95465', 'st95465', '66'),
 ('95466', 'st95466', '67'),
 ('95467', 'st95467', '68'),
 ('95468', 'st95468', '69'),
 ('95469', 'st95469', '70'),
 ('95470', 'st95470', '71'),
 ('95471', 'st95471', '72'),
 ('95472', 'st95472', '73'),
 ('95473', 'st95473', '74'),
 ('95474', 'st95474', '75'),
 ('95475', 'st95475', '76'),
 ('95476', 'st95476', '77'),
 ('95477', 'st95477', '78'),
 ('95478', 'st95478', '79'),
 ('95479', 'st95479', '80'),
 ('95480', 'st95480', '81'),
 ('95481', 'st95481', '82'),
 ('95482', 'st95482', '83'),
 ('95483', 'st95483', '84'),
 ('95484', 'st95484', '85'),
 ('95485', 'st95485', '86'),
 ('95486', 'st95486', '87'),
 ('95487', 'st95487', '88'),
 ('95488', 'st95488', '89'),
 ('95489', 'st95489', '90'),
 ('95490', 'st95490', '91'),
 ('95491', 'st95491', '92'),
 ('95492', 'st95492', '93'),
 ('95493', 'st95493', '94'),
 ('95494', 'st95494', '95'),
 ('95495', 'st95495', '96'),
 ('95496', 'st95496', '97'),
 ('95497', 'st95497', '98'),
 ('95498', 'st95498', '99'),
 ('95499', 'st95499', '100'),
 ('95500', 'st95500', '1'),
 ('95501', 'st95501', '2'),
 ('95502', 'st95502', '3'),
 ('95503', 'st95503', '4'),
 ('95504', 'st95504', '5'),
 ('95505', 'st95505', '6'),
 ('95506', 'st95506', '7'),
 ('95507', 'st95507', '8'),
 ('95508', 'st95508', '9'),
 ('95509', 'st95509', '10'),
 ('95510', 'st95510', '11'),
 ('95511', 'st95511', '12'),
 ('95512', 'st95512', '13'),
 ('95513', 'st95513', '14'),
 ('95514', 'st95514', '15'),
 ('95515', 'st95515', '16'),
 ('95516', 'st95516', '17'),
 ('95517', 'st95517', '18'),
 ('95518', 'st95518', '19'),
 ('95519', 'st95519', '20'),
 ('95520', 'st95520', '21'),
 ('95521', 'st95521', '22'),
 ('95522', 'st95522', '23'),
 ('95523', 'st95523', '24'),
 ('95524', 'st95524', '25'),
 ('95525', 'st95525', '26'),
 ('95526', 'st95526', '27'),
 ('95527', 'st95527', '28'),
 ('95528', 'st95528', '29'),
 ('95529', 'st95529', '30'),
 ('95530', 'st95530', '31'),
 ('95531', 'st95531', '32'),
 ('95532', 'st95532', '33'),
 ('95533', 'st95533', '34'),
 ('95534', 'st95534', '35'),
 ('95535', 'st95535', '36'),
 ('95536', 'st95536', '37'),
 ('95537', 'st95537', '38'),
 ('95538', 'st95538', '39'),
 ('95539', 'st95539', '40'),
 ('95540', 'st95540', '41'),
 ('95541', 'st95541', '42'),
 ('95542', 'st95542', '43'),
 ('95543', 'st95543', '44'),
 ('95544', 'st95544', '45'),
 ('95545', 'st95545', '46'),
 ('95546', 'st95546', '47'),
 ('95547', 'st95547', '48'),
 ('95548', 'st95548', '49'),
 ('95549', 'st95549', '50'),
 ('95550', 'st95550', '51'),
 ('95551', 'st95551', '52'),
 ('95552', 'st95552', '53'),
 ('95553', 'st95553', '54'),
 ('95554', 'st95554', '55'),
 ('95555', 'st95555', '56'),
 ('95556', 'st95556', '57'),
 ('95557', 'st95557', '58'),
 ('95558', 'st95558', '59'),
 ('95559', 'st95559', '60'),
 ('95560', 'st95560', '61'),
 ('95561', 'st95561', '62'),
 ('95562', 'st95562', '63'),
 ('95563', 'st95563', '64'),
 ('95564', 'st95564', '65'),
 ('95565', 'st95565', '66'),
 ('95566', 'st95566', '67'),
 ('95567', 'st95567', '68'),
 ('95568', 'st95568', '69'),
 ('95569', 'st95569', '70'),
 ('95570', 'st95570', '71'),
 ('95571', 'st95571', '72'),
 ('95572', 'st95572', '73'),
 ('95573', 'st95573', '74'),
 ('95574', 'st95574', '75'),
 ('95575', 'st95575', '76'),
 ('95576', 'st95576', '77'),
 ('95577', 'st95577', '78'),
 ('95578', 'st95578', '79'),
 ('95579', 'st95579', '80'),
 ('95580', 'st95580', '81'),
 ('95581', 'st95581', '82'),
 ('95582', 'st95582', '83'),
 ('95583', 'st95583', '84'),
 ('95584', 'st95584', '85'),
 ('95585', 'st95585', '86'),
 ('95586', 'st95586', '87'),
 ('95587', 'st95587', '88'),
 ('95588', 'st95588', '89'),
 ('95589', 'st95589', '90'),
 ('95590', 'st95590', '91'),
 ('95591', 'st95591', '92'),
 ('95592', 'st95592', '93'),
 ('95593', 'st95593', '94'),
 ('95594', 'st95594', '95'),
 ('95595', 'st95595', '96'),
 ('95596', 'st95596', '97'),
 ('95597', 'st95597', '98'),
 ('95598', 'st95598', '99'),
 ('95599', 'st95599', '100'),
 ('95600', 'st95600', '1'),
 ('95601', 'st95601', '2'),
 ('95602', 'st95602', '3'),
 ('95603', 'st95603', '4'),
 ('95604', 'st95604', '5'),
 ('95605', 'st95605', '6'),
 ('95606', 'st95606', '7'),
 ('95607', 'st95607', '8'),
 ('95608', 'st95608', '9'),
 ('95609', 'st95609', '10'),
 ('95610', 'st95610', '11'),
 ('95611', 'st95611', '12'),
 ('95612', 'st95612', '13'),
 ('95613', 'st95613', '14'),
 ('95614', 'st95614', '15'),
 ('95615', 'st95615', '16'),
 ('95616', 'st95616', '17'),
 ('95617', 'st95617', '18'),
 ('95618', 'st95618', '19'),
 ('95619', 'st95619', '20'),
 ('95620', 'st95620', '21'),
 ('95621', 'st95621', '22'),
 ('95622', 'st95622', '23'),
 ('95623', 'st95623', '24'),
 ('95624', 'st95624', '25'),
 ('95625', 'st95625', '26'),
 ('95626', 'st95626', '27'),
 ('95627', 'st95627', '28'),
 ('95628', 'st95628', '29'),
 ('95629', 'st95629', '30'),
 ('95630', 'st95630', '31'),
 ('95631', 'st95631', '32'),
 ('95632', 'st95632', '33'),
 ('95633', 'st95633', '34'),
 ('95634', 'st95634', '35'),
 ('95635', 'st95635', '36'),
 ('95636', 'st95636', '37'),
 ('95637', 'st95637', '38'),
 ('95638', 'st95638', '39'),
 ('95639', 'st95639', '40'),
 ('95640', 'st95640', '41'),
 ('95641', 'st95641', '42'),
 ('95642', 'st95642', '43'),
 ('95643', 'st95643', '44'),
 ('95644', 'st95644', '45'),
 ('95645', 'st95645', '46'),
 ('95646', 'st95646', '47'),
 ('95647', 'st95647', '48'),
 ('95648', 'st95648', '49'),
 ('95649', 'st95649', '50'),
 ('95650', 'st95650', '51'),
 ('95651', 'st95651', '52'),
 ('95652', 'st95652', '53'),
 ('95653', 'st95653', '54'),
 ('95654', 'st95654', '55'),
 ('95655', 'st95655', '56'),
 ('95656', 'st95656', '57'),
 ('95657', 'st95657', '58'),
 ('95658', 'st95658', '59'),
 ('95659', 'st95659', '60'),
 ('95660', 'st95660', '61'),
 ('95661', 'st95661', '62'),
 ('95662', 'st95662', '63'),
 ('95663', 'st95663', '64'),
 ('95664', 'st95664', '65'),
 ('95665', 'st95665', '66'),
 ('95666', 'st95666', '67'),
 ('95667', 'st95667', '68'),
 ('95668', 'st95668', '69'),
 ('95669', 'st95669', '70'),
 ('95670', 'st95670', '71'),
 ('95671', 'st95671', '72'),
 ('95672', 'st95672', '73'),
 ('95673', 'st95673', '74'),
 ('95674', 'st95674', '75'),
 ('95675', 'st95675', '76'),
 ('95676', 'st95676', '77'),
 ('95677', 'st95677', '78'),
 ('95678', 'st95678', '79'),
 ('95679', 'st95679', '80'),
 ('95680', 'st95680', '81'),
 ('95681', 'st95681', '82'),
 ('95682', 'st95682', '83'),
 ('95683', 'st95683', '84'),
 ('95684', 'st95684', '85'),
 ('95685', 'st95685', '86'),
 ('95686', 'st95686', '87'),
 ('95687', 'st95687', '88'),
 ('95688', 'st95688', '89'),
 ('95689', 'st95689', '90'),
 ('95690', 'st95690', '91'),
 ('95691', 'st95691', '92'),
 ('95692', 'st95692', '93'),
 ('95693', 'st95693', '94'),
 ('95694', 'st95694', '95'),
 ('95695', 'st95695', '96'),
 ('95696', 'st95696', '97'),
 ('95697', 'st95697', '98'),
 ('95698', 'st95698', '99'),
 ('95699', 'st95699', '100'),
 ('95700', 'st95700', '1'),
 ('95701', 'st95701', '2'),
 ('95702', 'st95702', '3'),
 ('95703', 'st95703', '4'),
 ('95704', 'st95704', '5'),
 ('95705', 'st95705', '6'),
